sw_epoch_ms,wrist_position,sensor_type,value_X_Axis,value_Y_Axis,value_Z_Axis,server_epoch_ms
1708787636192,left,acc,-0.5817909836769104,-1.7166426181793213,9.119514465332031,1720123582414171900
1708787636212,left,acc,-0.5267243981361389,-1.742978811264038,9.205705642700195,1720123582425708800
1708787636234,left,acc,-0.7493851184844971,-1.659181833267212,9.57201862335205,1720123582434143300
1708787636253,left,acc,-0.667982280254364,-2.049436569213867,9.998186111450195,1720123582441142900
1708787636292,left,acc,-0.7398083209991455,-1.455674648284912,9.832986831665039,1720123582449652900
1708787636333,left,acc,-0.5793967843055725,-1.8746598958969116,9.41639518737793,1720123582456653600
1708787636393,left,acc,-0.8044517636299133,-2.7317841053009033,9.502586364746094,1720123582466655800
1708787636413,left,acc,-0.9313444495201111,-2.669534921646118,9.131484985351562,1720123582472651300
1708787636454,left,acc,-0.7996633648872375,-2.408566951751709,9.696516990661621,1720123582481650700
1708787636494,left,acc,-0.5817909836769104,-3.0334534645080566,10.66137981414795,1720123582489651500
1708787636533,left,acc,-0.5003881454467773,-4.031835556030273,9.387664794921875,1720123582503653900
1708787636573,left,acc,-0.6368576288223267,-2.142810583114624,8.923190116882324,1720123582521653900
1708787636614,left,acc,-0.7805097699165344,-1.9847931861877441,8.954314231872559,1720123582533655700
1708787636655,left,acc,-0.608127236366272,-3.0597896575927734,9.454702377319336,1720123582541656300
1708787636694,left,acc,-0.5506663918495178,-1.9584569931030273,9.497797966003418,1720123582550991300
1708787636734,left,acc,-0.4884171485900879,-2.0039467811584473,9.897629737854004,1720123582558990300
1708787636774,left,acc,-0.6560112833976746,-2.7006595134735107,9.907206535339355,1720123582569992000
1708787636814,left,acc,-0.3064578175544739,-2.7078421115875244,9.327810287475586,1720123582577996200
1708787636855,left,acc,-0.3280056416988373,-1.7142484188079834,8.83699893951416,1720123582594991700
1708787636894,left,acc,-0.2298433631658554,-2.454056739807129,9.696516990661621,1720123582610994400
1708787636935,left,acc,-0.5434837937355042,-2.4851813316345215,9.677363395690918,1720123582619993000
1708787636976,left,acc,-0.8403648138046265,-2.7054479122161865,9.670180320739746,1720123582630999200
1708787637035,left,acc,-0.8140285611152649,-2.806004285812378,9.797073364257812,1720123582647511700
1708787637075,left,acc,-0.8690952062606812,-2.671929121017456,9.14345645904541,1720123582674509300
1708787637115,left,acc,-0.6703764796257019,-1.0199298858642578,9.390059471130371,1720123582684510000
1708787637175,left,acc,-0.19871874153614044,-2.2433669567108154,9.682151794433594,1720123582702509500
1708787637196,left,acc,-0.3016694188117981,-1.9967641830444336,9.593565940856934,1720123582710513600
1708787637236,left,acc,-0.33758243918418884,-2.6647465229034424,9.75637149810791,1720123582718511400
1708787637277,left,acc,-0.646434485912323,-2.719813108444214,9.658209800720215,1720123582730521900
1708787637316,left,acc,-0.7709329724311829,-2.9520506858825684,9.047688484191895,1720123582738517600
1708787637358,left,acc,-1.1659762859344482,-3.227383852005005,9.787496566772461,1720123582746031400
1708787637417,left,acc,-1.4987702369689941,-3.0885202884674072,9.14585018157959,1720123582760034000
1708787637437,left,acc,-0.9528923034667969,-2.03507137298584,9.198522567749023,1720123582770030000
1708787637477,left,acc,0.7374141216278076,-2.403778553009033,10.08437728881836,1720123582779029900
1708787637517,left,acc,0.07182604819536209,-2.3582887649536133,9.567230224609375,1720123582793033500
1708787637558,left,acc,-0.6775590777397156,-1.8531121015548706,9.148244857788086,1720123582811035800
1708787637658,left,acc,-0.5650315880775452,-2.145204782485962,9.66299819946289,1720123582856575600
1708787637678,left,acc,-0.4836287498474121,-2.7269957065582275,9.801861763000488,1720123582866575800
1708787637738,left,acc,-0.4620809257030487,-1.5490485429763794,9.311050415039062,1720123582889575100
1708787637759,left,acc,-0.35434186458587646,-1.292868971824646,9.612719535827637,1720123582899576400
1708787637799,left,acc,-0.2968810200691223,-1.039083480834961,9.787496566772461,1720123582920575700
1708787637862,left,acc,-0.35673606395721436,0.10773907601833344,9.938331604003906,1720123582937583700
1708787637900,left,acc,0.05985504388809204,-0.1388636976480484,9.519346237182617,1720123582947609600
1708787637942,left,acc,-0.2082955539226532,-0.8978256583213806,8.621520042419434,1720123582957609400
1708787637982,left,acc,-0.10055647045373917,-2.185906171798706,8.676587104797363,1720123582966617100
1708787638023,left,acc,-0.38067805767059326,-3.045424461364746,10.153809547424316,1720123582974610300
1708787638063,left,acc,-1.070208191871643,-2.719813108444214,10.828974723815918,1720123582983614300
1708787638101,left,acc,-0.2801215946674347,-4.333505153656006,12.435483932495117,1720123582994610000
1708787638141,left,acc,-0.2992752194404602,-3.7493197917938232,10.915165901184082,1720123583003610200
1708787638183,left,acc,-0.24181437492370605,-3.6727054119110107,10.764330863952637,1720123583015612000
1708787638220,left,acc,-1.2425906658172607,-1.800439715385437,9.265560150146484,1720123583025610100
1708787638261,left,acc,-1.6639702320098877,1.4844050407409668,8.312667846679688,1720123583034620100
1708787638301,left,acc,-0.950498104095459,1.9321208000183105,8.449137687683105,1720123583056700600
1708787638365,left,acc,-0.1412578970193863,2.456450939178467,9.59596061706543,1720123583071712700
1708787638387,left,acc,0.08140286058187485,2.0901381969451904,9.552865028381348,1720123583081698600
1708787638424,left,acc,0.5602431893348694,1.3024457693099976,8.616731643676758,1720123583096701100
1708787638484,left,acc,0.22026655077934265,0.5578489899635315,9.555258750915527,1720123583106700000
1708787638503,left,acc,0.3926490843296051,1.216254472732544,9.488221168518066,1720123583330823200
1708787638905,left,acc,-1.3335703611373901,-0.33758243918418884,10.340557098388672,1720123583341772000
1708787638926,left,acc,-0.6248866319656372,-2.82515811920166,11.793837547302246,1720123583353349600
1708787638966,left,acc,-0.507570743560791,-1.7070658206939697,11.88002872467041,1720123583364348200
1708787639006,left,acc,-1.766920804977417,-4.383783340454102,11.166556358337402,1720123583377357300
1708787639067,left,acc,-0.950498104095459,-3.2082302570343018,10.788272857666016,1720123583396329100
1708787639108,left,acc,-0.8547300100326538,-1.7549498081207275,9.730035781860352,1720123583407319200
1708787639147,left,acc,-0.4381389021873474,-1.1994950771331787,9.114726066589355,1720123583426348900
1708787639187,left,acc,-0.023942016065120697,-1.7764976024627686,9.66539192199707,1720123583441334800
1708787639227,left,acc,-0.5219359993934631,-1.1875240802764893,9.516951560974121,1720123583456864300
