PDS Time,OBS Stamps,Pedal 1 Pressure,Pedal 2 Pressure,Pedal 3 Pressure,Pedal 4 Pressure,Pedal 5 Pressure,Pedal 6 Pressure,Pedal 7 Pressure,Pedal 1 Pressed,Pedal 2 Pressed,Pedal 3 Pressed,Pedal 4 Pressed,Pedal 5 Pressesd,Pedal 6 Pressed,Pedal 7 Pressed
1.7213152371456566e+18,1721315237166666666,-1.0,29.91,-1.0,17.98,-1.0,100.29,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152371946527e+18,1721315237200000000,-1.0,29.7,-1.0,15.19,-1.0,99.06,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152371946527e+18,1721315237233333333,-1.0,29.7,-1.0,15.19,-1.0,99.06,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152372441843e+18,1721315237266666666,-1.0,29.7,-1.0,13.92,-1.0,98.65,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152372931889e+18,1721315237300000000,-1.0,29.7,-1.0,18.36,-1.0,101.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152372931889e+18,1721315237333333333,-1.0,29.7,-1.0,18.36,-1.0,101.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152373423222e+18,1721315237366666666,-1.0,29.7,-1.0,18.36,-1.0,104.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315237395341e+18,1721315237400000000,-1.0,29.91,-1.0,17.42,-1.0,116.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315237395341e+18,1721315237433333333,-1.0,29.91,-1.0,17.42,-1.0,116.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315237444659e+18,1721315237466666666,-1.0,29.91,-1.0,16.85,-1.0,125.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152374941112e+18,1721315237500000000,-1.0,29.7,-1.0,15.74,-1.0,118.81,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152374941112e+18,1721315237533333333,-1.0,29.7,-1.0,15.74,-1.0,118.81,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152375426406e+18,1721315237566666666,-1.0,29.7,-1.0,15.56,-1.0,108.79,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152375926356e+18,1721315237600000000,-1.0,29.91,-1.0,15.56,-1.0,104.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152375926356e+18,1721315237633333333,-1.0,29.91,-1.0,15.56,-1.0,104.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315237645141e+18,1721315237666666666,-1.0,29.7,-1.0,15.74,-1.0,106.18,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152376941435e+18,1721315237700000000,-1.0,29.91,-1.0,15.56,-1.0,117.87,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152376941435e+18,1721315237733333333,-1.0,29.91,-1.0,15.56,-1.0,117.87,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152377436736e+18,1721315237766666666,-1.0,29.7,-1.0,15.37,-1.0,118.81,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152377926717e+18,1721315237800000000,-1.0,29.7,-1.0,15.37,-1.0,117.87,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152377926717e+18,1721315237833333333,-1.0,29.7,-1.0,15.37,-1.0,117.87,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152378421898e+18,1721315237866666666,-1.0,29.91,-1.0,14.64,-1.0,114.16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152378912028e+18,1721315237900000000,-1.0,29.91,-1.0,14.28,-1.0,107.47,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152378912028e+18,1721315237933333333,-1.0,29.91,-1.0,14.28,-1.0,107.47,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152379447283e+18,1721315237966666666,-1.0,29.91,-1.0,14.28,-1.0,107.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152379940298e+18,1721315238000000000,-1.0,29.91,-1.0,14.1,-1.0,109.67,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152379940298e+18,1721315238033333333,-1.0,29.91,-1.0,14.1,-1.0,109.67,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315238043066e+18,1721315238066666666,-1.0,29.91,-1.0,13.92,-1.0,107.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152380920742e+18,1721315238100000000,-1.0,29.91,-1.0,13.92,-1.0,102.36,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152380920742e+18,1721315238133333333,-1.0,29.91,-1.0,13.92,-1.0,102.36,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152381415905e+18,1721315238166666666,-1.0,29.91,-1.0,13.92,-1.0,97.84,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152381905876e+18,1721315238200000000,-1.0,29.7,-1.0,13.92,-1.0,97.04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152381905876e+18,1721315238233333333,-1.0,29.7,-1.0,13.92,-1.0,97.04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152382391e+18,1721315238266666666,-1.0,29.91,-1.0,13.74,-1.0,94.26,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152382881032e+18,1721315238300000000,-1.0,29.91,-1.0,13.92,-1.0,95.84,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152382881032e+18,1721315238333333333,-1.0,29.91,-1.0,13.92,-1.0,95.84,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152383376212e+18,1721315238366666666,-1.0,29.91,-1.0,13.74,-1.0,95.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152383866368e+18,1721315238400000000,-1.0,29.91,-1.0,13.74,-1.0,97.84,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152383866368e+18,1721315238433333333,-1.0,29.91,-1.0,13.74,-1.0,97.84,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152384361577e+18,1721315238466666666,-1.0,29.91,-1.0,13.74,-1.0,96.64,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315238485168e+18,1721315238500000000,-1.0,29.7,-1.0,13.74,-1.0,95.05,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315238485168e+18,1721315238533333333,-1.0,29.7,-1.0,13.74,-1.0,95.05,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152385347123e+18,1721315238566666666,-1.0,29.91,-1.0,13.74,-1.0,90.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152385837322e+18,1721315238600000000,-1.0,29.91,-1.0,14.64,-1.0,92.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152386322552e+18,1721315238633333333,-1.0,29.91,-1.0,14.82,-1.0,95.05,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152386322552e+18,1721315238666666666,-1.0,29.91,-1.0,14.82,-1.0,95.05,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152386772562e+18,1721315238700000000,-1.0,29.7,-1.0,14.82,-1.0,98.25,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.72131523873081e+18,1721315238733333333,-1.0,30.13,-1.0,14.82,-1.0,104.04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.72131523873081e+18,1721315238766666666,-1.0,30.13,-1.0,14.82,-1.0,104.04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152387798067e+18,1721315238800000000,-1.0,29.91,-1.0,14.82,-1.0,106.61,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152388293568e+18,1721315238833333333,-1.0,29.91,-1.0,14.82,-1.0,106.61,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152388293568e+18,1721315238866666666,-1.0,29.91,-1.0,14.82,-1.0,106.61,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152388783565e+18,1721315238900000000,-1.0,29.91,-1.0,14.64,-1.0,104.89,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315238927972e+18,1721315238933333333,-1.0,29.91,-1.0,17.6,-1.0,104.04,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315238927972e+18,1721315238966666666,-1.0,29.91,-1.0,17.6,-1.0,104.04,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152389808927e+18,1721315239000000000,-1.0,29.91,-1.0,23.65,-1.0,104.04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152390304015e+18,1721315239033333333,-1.0,29.91,-1.0,32.77,-1.0,121.68,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152390304015e+18,1721315239066666666,-1.0,29.91,-1.0,32.77,-1.0,121.68,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315239079407e+18,1721315239100000000,-1.0,29.91,-1.0,35.71,-1.0,123.14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315239127931e+18,1721315239133333333,-1.0,29.7,-1.0,27.99,-1.0,115.08,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315239127931e+18,1721315239166666666,-1.0,29.7,-1.0,27.99,-1.0,115.08,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152391769324e+18,1721315239200000000,-1.0,29.91,-1.0,13.38,-1.0,114.62,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152392300362e+18,1721315239233333333,-1.0,29.91,-1.0,13.74,-1.0,111.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152392300362e+18,1721315239266666666,-1.0,29.91,-1.0,13.74,-1.0,111.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315239280028e+18,1721315239300000000,-1.0,29.91,-1.0,13.74,-1.0,109.23,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315239328555e+18,1721315239333333333,-1.0,29.91,-1.0,12.48,-1.0,107.04,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315239328555e+18,1721315239366666666,-1.0,29.91,-1.0,12.48,-1.0,107.04,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315239377551e+18,1721315239400000000,-1.0,29.91,-1.0,11.25,-1.0,107.47,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152394276567e+18,1721315239433333333,-1.0,29.91,-1.0,12.84,-1.0,95.05,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152394276567e+18,1721315239466666666,-1.0,29.91,-1.0,12.84,-1.0,95.05,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152394766461e+18,1721315239500000000,-1.0,29.7,-1.0,12.48,-1.0,93.87,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152395251855e+18,1721315239533333333,-1.0,29.7,-1.0,12.48,-1.0,97.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152395251855e+18,1721315239566666666,-1.0,29.7,-1.0,12.48,-1.0,97.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315239574192e+18,1721315239600000000,-1.0,29.91,-1.0,12.84,-1.0,100.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152396237376e+18,1721315239633333333,-1.0,29.7,-1.0,12.84,-1.0,101.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152396237376e+18,1721315239666666666,-1.0,29.7,-1.0,12.84,-1.0,101.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152396767442e+18,1721315239700000000,-1.0,29.7,-1.0,13.2,-1.0,103.62,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152397262636e+18,1721315239733333333,-1.0,29.7,-1.0,13.38,-1.0,104.89,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152397262636e+18,1721315239766666666,-1.0,29.7,-1.0,13.38,-1.0,104.89,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152397752666e+18,1721315239800000000,-1.0,29.7,-1.0,13.92,-1.0,106.18,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152398248292e+18,1721315239833333333,-1.0,29.91,-1.0,13.92,-1.0,104.04,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152398248292e+18,1721315239866666666,-1.0,29.91,-1.0,13.92,-1.0,104.04,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152398738117e+18,1721315239900000000,-1.0,29.91,-1.0,13.74,-1.0,103.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152399223588e+18,1721315239933333333,-1.0,29.91,-1.0,13.56,-1.0,90.02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152399223588e+18,1721315239966666666,-1.0,29.91,-1.0,13.56,-1.0,90.02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.72131523997201e+18,1721315240000000000,-1.0,29.91,-1.0,13.02,-1.0,70.81,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315240021565e+18,1721315240033333333,-1.0,29.91,-1.0,13.56,-1.0,47.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315240021565e+18,1721315240066666666,-1.0,29.91,-1.0,13.56,-1.0,47.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152400705713e+18,1721315240100000000,-1.0,29.7,-1.0,13.38,-1.0,31.44,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152401190938e+18,1721315240133333333,-1.0,29.7,-1.0,13.38,-1.0,32.55,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152401190938e+18,1721315240166666666,-1.0,29.7,-1.0,13.38,-1.0,32.55,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152401680927e+18,1721315240200000000,-1.0,29.7,-1.0,12.48,-1.0,22.05,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152402172262e+18,1721315240233333333,-1.0,29.7,-1.0,12.48,-1.0,17.04,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152402172262e+18,1721315240266666666,-1.0,29.7,-1.0,12.48,-1.0,17.04,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315240267221e+18,1721315240300000000,-1.0,29.91,-1.0,12.84,-1.0,15.37,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152403157622e+18,1721315240333333333,-1.0,29.91,-1.0,12.84,-1.0,15.56,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152403647688e+18,1721315240366666666,-1.0,29.7,-1.0,12.66,-1.0,19.89,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152403647688e+18,1721315240400000000,-1.0,29.7,-1.0,12.66,-1.0,19.89,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152404142853e+18,1721315240433333333,-1.0,29.7,-1.0,12.66,-1.0,20.28,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152404592968e+18,1721315240466666666,-1.0,29.7,-1.0,12.48,-1.0,21.26,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152404592968e+18,1721315240500000000,-1.0,29.7,-1.0,12.48,-1.0,21.26,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152405088333e+18,1721315240533333333,-1.0,29.7,-1.0,12.48,-1.0,27.78,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315240557835e+18,1721315240566666666,-1.0,29.91,-1.0,12.66,-1.0,24.66,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315240557835e+18,1721315240600000000,-1.0,29.91,-1.0,12.66,-1.0,24.66,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152406064573e+18,1721315240633333333,-1.0,29.7,-1.0,12.48,-1.0,26.94,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152406564462e+18,1721315240666666666,-1.0,29.7,-1.0,12.31,-1.0,25.48,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152406564462e+18,1721315240700000000,-1.0,29.7,-1.0,12.31,-1.0,25.48,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152407055741e+18,1721315240733333333,-1.0,29.91,-1.0,12.48,-1.0,29.91,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152407545738e+18,1721315240766666666,-1.0,29.91,-1.0,12.84,-1.0,32.55,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152407545738e+18,1721315240800000000,-1.0,29.91,-1.0,12.84,-1.0,32.55,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315240803153e+18,1721315240833333333,-1.0,29.7,-1.0,12.66,-1.0,32.99,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.72131524085209e+18,1721315240866666666,-1.0,29.7,-1.0,12.48,-1.0,31.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.72131524085209e+18,1721315240900000000,-1.0,29.7,-1.0,12.48,-1.0,31.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152409016356e+18,1721315240933333333,-1.0,29.7,-1.0,12.48,-1.0,32.99,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315240950635e+18,1721315240966666666,-1.0,29.91,-1.0,12.31,-1.0,33.89,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315240950635e+18,1721315241000000000,-1.0,29.91,-1.0,12.31,-1.0,33.89,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315241000155e+18,1721315241033333333,-1.0,29.91,-1.0,12.31,-1.0,32.99,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152410491566e+18,1721315241066666666,-1.0,29.91,-1.0,12.13,-1.0,35.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152410986903e+18,1721315241100000000,-1.0,29.91,-1.0,12.31,-1.0,33.44,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152410986903e+18,1721315241133333333,-1.0,29.91,-1.0,12.31,-1.0,33.44,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152411476992e+18,1721315241166666666,-1.0,29.91,-1.0,12.66,-1.0,35.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152411967204e+18,1721315241200000000,-1.0,29.7,-1.0,11.95,-1.0,36.63,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152411967204e+18,1721315241233333333,-1.0,29.7,-1.0,11.95,-1.0,36.63,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152412418222e+18,1721315241266666666,-1.0,29.7,-1.0,12.13,-1.0,36.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315241290826e+18,1721315241300000000,-1.0,29.91,-1.0,12.31,-1.0,34.11,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315241290826e+18,1721315241333333333,-1.0,29.91,-1.0,12.31,-1.0,34.11,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152413403612e+18,1721315241366666666,-1.0,29.7,-1.0,11.95,-1.0,34.34,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152413893583e+18,1721315241400000000,-1.0,29.7,-1.0,11.78,-1.0,53.28,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152413893583e+18,1721315241433333333,-1.0,29.7,-1.0,11.78,-1.0,53.28,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152414378936e+18,1721315241466666666,-1.0,29.91,-1.0,12.13,-1.0,53.28,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315241487908e+18,1721315241500000000,-1.0,29.7,-1.0,12.48,-1.0,58.91,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315241487908e+18,1721315241533333333,-1.0,29.7,-1.0,12.48,-1.0,58.91,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152415364406e+18,1721315241566666666,-1.0,29.91,-1.0,13.02,-1.0,56.62,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315241585449e+18,1721315241600000000,-1.0,29.7,-1.0,14.28,-1.0,59.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315241585449e+18,1721315241633333333,-1.0,29.7,-1.0,14.28,-1.0,59.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152416349606e+18,1721315241666666666,-1.0,29.7,-1.0,14.46,-1.0,75.41,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152416839583e+18,1721315241700000000,-1.0,29.91,-1.0,14.46,-1.0,73.74,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152416839583e+18,1721315241733333333,-1.0,29.91,-1.0,14.46,-1.0,73.74,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152417334925e+18,1721315241766666666,-1.0,29.7,-1.0,14.1,-1.0,66.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152417824773e+18,1721315241800000000,-1.0,29.7,-1.0,14.28,-1.0,56.34,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152418315658e+18,1721315241833333333,-1.0,29.91,-1.0,14.64,-1.0,34.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152418315658e+18,1721315241866666666,-1.0,29.91,-1.0,14.64,-1.0,34.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152418805627e+18,1721315241900000000,-1.0,29.91,-1.0,14.82,-1.0,34.57,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152419301668e+18,1721315241933333333,-1.0,29.7,-1.0,14.1,-1.0,34.57,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152419301668e+18,1721315241966666666,-1.0,29.7,-1.0,14.1,-1.0,34.57,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315241979087e+18,1721315242000000000,-1.0,29.7,-1.0,14.46,-1.0,35.48,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315242023718e+18,1721315242033333333,-1.0,29.7,-1.0,14.28,-1.0,33.44,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315242023718e+18,1721315242066666666,-1.0,29.7,-1.0,14.28,-1.0,33.44,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152420727178e+18,1721315242100000000,-1.0,29.7,-1.0,14.82,-1.0,37.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152421222538e+18,1721315242133333333,-1.0,29.91,-1.0,14.64,-1.0,52.46,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152421222538e+18,1721315242166666666,-1.0,29.91,-1.0,14.64,-1.0,52.46,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315242171256e+18,1721315242200000000,-1.0,29.91,-1.0,14.64,-1.0,54.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152422207939e+18,1721315242233333333,-1.0,29.7,-1.0,14.1,-1.0,58.05,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152422207939e+18,1721315242266666666,-1.0,29.7,-1.0,14.1,-1.0,58.05,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315242269793e+18,1721315242300000000,-1.0,29.91,-1.0,13.74,-1.0,60.95,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152423193418e+18,1721315242333333333,-1.0,29.91,-1.0,14.46,-1.0,60.36,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152423193418e+18,1721315242366666666,-1.0,29.91,-1.0,14.46,-1.0,60.36,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315242368347e+18,1721315242400000000,-1.0,29.7,-1.0,13.92,-1.0,60.66,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152424168952e+18,1721315242433333333,-1.0,29.7,-1.0,14.1,-1.0,61.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152424659643e+18,1721315242466666666,-1.0,29.91,-1.0,13.92,-1.0,54.38,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152424659643e+18,1721315242500000000,-1.0,29.91,-1.0,13.92,-1.0,54.38,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152425154414e+18,1721315242533333333,-1.0,29.7,-1.0,14.28,-1.0,54.38,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152425644493e+18,1721315242566666666,-1.0,29.7,-1.0,14.1,-1.0,38.27,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152425644493e+18,1721315242600000000,-1.0,29.7,-1.0,14.1,-1.0,38.27,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721315242613972e+18,1721315242633333333,-1.0,29.7,-1.0,14.28,-1.0,35.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152426629596e+18,1721315242666666666,-1.0,29.91,-1.0,14.1,-1.0,35.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152426629596e+18,1721315242700000000,-1.0,29.91,-1.0,14.1,-1.0,35.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152427124872e+18,1721315242733333333,-1.0,29.91,-1.0,14.28,-1.0,36.87,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152427574948e+18,1721315242766666666,-1.0,29.7,-1.0,14.1,-1.0,35.94,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152427574948e+18,1721315242800000000,-1.0,29.7,-1.0,14.1,-1.0,35.94,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152428062438e+18,1721315242833333333,-1.0,29.7,-1.0,14.28,-1.0,35.71,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152428555965e+18,1721315242866666666,-1.0,29.91,-1.0,13.56,-1.0,34.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152428555965e+18,1721315242900000000,-1.0,29.91,-1.0,13.56,-1.0,34.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152429051423e+18,1721315242933333333,-1.0,29.7,-1.0,14.82,-1.0,33.66,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7213152429541437e+18,1721315242966666666,-1.0,29.91,-1.0,15.56,-1.0,27.36,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
