OBS Stamps,PDS Time,Pedal 1 Pressure,Pedal 2 Pressure,Pedal 3 Pressure,Pedal 4 Pressure,Pedal 5 Pressure,Pedal 6 Pressure,Pedal 7 Pressure,Pedal 1 Pressed,Pedal 2 Pressed,Pedal 3 Pressed,Pedal 4 Pressed,Pedal 5 Pressesd,Pedal 6 Pressed,Pedal 7 Pressed,TrakStar time,SensorID_0,x_0,y_0,z_0,azimuth_0,elevation_0,roll_0,SensorID_1,x_1,y_1,z_1,azimuth_1,elevation_1,roll_1,SensorID_2,x_2,y_2,z_2,azimuth_2,elevation_2,roll_2,SensorID_3,x_3,y_3,z_3,azimuth_3,elevation_3,roll_3
1721315225233333333,1.721315225198062e+18,-1.0,29.7,-1.0,29.7,-1.0,105.75,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225266666666,1.7213152252512182e+18,-1.0,29.7,-1.0,21.46,-1.0,106.18,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225300000000,1.7213152252512182e+18,-1.0,29.7,-1.0,21.46,-1.0,106.18,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225333333333,1.7213152253008868e+18,-1.0,29.91,-1.0,9.86,-1.0,104.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225366666666,1.7213152253501358e+18,-1.0,29.91,-1.0,11.78,-1.0,101.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225400000000,1.721315225398704e+18,-1.0,29.91,-1.0,11.95,-1.0,101.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225433333333,1.721315225398704e+18,-1.0,29.91,-1.0,11.95,-1.0,101.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225466666666,1.7213152254477046e+18,-1.0,29.91,-1.0,11.6,-1.0,92.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225500000000,1.7213152254973824e+18,-1.0,29.91,-1.0,10.73,-1.0,90.02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225533333333,1.7213152254973824e+18,-1.0,29.91,-1.0,10.73,-1.0,90.02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225566666666,1.7213152255460833e+18,-1.0,29.91,-1.0,10.73,-1.0,94.65,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225600000000,1.7213152255949722e+18,-1.0,29.91,-1.0,10.55,-1.0,99.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225633333333,1.7213152255949722e+18,-1.0,29.91,-1.0,10.55,-1.0,99.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225666666666,1.7213152256442058e+18,-1.0,29.7,-1.0,10.9,-1.0,99.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225700000000,1.721315225693398e+18,-1.0,29.91,-1.0,10.55,-1.0,97.04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225733333333,1.721315225693398e+18,-1.0,29.91,-1.0,10.55,-1.0,97.04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225766666666,1.7213152257425068e+18,-1.0,29.91,-1.0,10.73,-1.0,97.04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225800000000,1.7213152257875118e+18,-1.0,29.91,-1.0,10.73,-1.0,99.88,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225833333333,1.7213152257875118e+18,-1.0,29.91,-1.0,10.73,-1.0,99.88,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225866666666,1.721315225841024e+18,-1.0,29.7,-1.0,10.21,-1.0,102.36,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225900000000,1.721315225890432e+18,-1.0,29.7,-1.0,10.38,-1.0,102.36,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225933333333,1.721315225890432e+18,-1.0,29.7,-1.0,10.38,-1.0,102.36,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315225966666666,1.721315225939423e+18,-1.0,29.7,-1.0,10.21,-1.0,102.36,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226000000000,1.721315225988931e+18,-1.0,29.91,-1.0,9.86,-1.0,101.11,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226033333333,1.721315225988931e+18,-1.0,29.91,-1.0,9.86,-1.0,101.11,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226066666666,1.7213152260379377e+18,-1.0,29.7,-1.0,10.04,-1.0,100.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226100000000,1.72131522608696e+18,-1.0,29.91,-1.0,10.38,-1.0,97.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226133333333,1.72131522608696e+18,-1.0,29.91,-1.0,10.38,-1.0,97.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226166666666,1.7213152261361628e+18,-1.0,29.91,-1.0,10.55,-1.0,89.64,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226200000000,1.7213152261851924e+18,-1.0,29.91,-1.0,10.38,-1.0,89.26,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226233333333,1.7213152261851924e+18,-1.0,29.91,-1.0,10.38,-1.0,89.26,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226266666666,1.7213152262342172e+18,-1.0,29.91,-1.0,10.04,-1.0,85.19,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226300000000,1.7213152262832287e+18,-1.0,29.91,-1.0,9.18,-1.0,85.56,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226333333333,1.7213152263287378e+18,-1.0,29.91,-1.0,9.52,-1.0,85.56,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226366666666,1.7213152263287378e+18,-1.0,29.91,-1.0,9.52,-1.0,85.56,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721315226400000000,1.7213152263777482e+18,-1.0,29.91,-1.0,10.04,-1.0,95.84,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152264e+18,0.0,607.665234,-113.853516,-410.765625,-105.688477,21.071777,136.142578,1.0,641.93291,-166.650293,-409.537793,-109.973145,14.897461,2.15332,2.0,400.719727,-23.775293,-223.46543,-153.786621,33.376465,44.362793,3.0,376.832812,-62.731055,-205.940918,-150.270996,40.671387,-153.808594
1721315226433333333,1.7213152264272535e+18,-1.0,29.91,-1.0,10.21,-1.0,97.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152264331e+18,0.0,608.446582,-110.17002,-410.988867,-105.183105,21.09375,136.120605,1.0,641.151562,-166.427051,-409.984277,-109.885254,14.743652,2.263184,2.0,399.938379,-24.668262,-223.353809,-152.907715,33.596191,43.879395,3.0,376.386328,-63.958887,-204.824707,-149.985352,40.407715,-154.248047
1721315226466666666,1.7213152264272535e+18,-1.0,29.91,-1.0,10.21,-1.0,97.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152264661e+18,0.0,609.562793,-107.044629,-411.212109,-104.941406,21.599121,136.120605,1.0,642.379395,-165.422461,-412.439941,-109.665527,14.80957,2.329102,2.0,399.268652,-27.012305,-223.353809,-152.929688,33.618164,43.681641,3.0,375.939844,-66.30293,-204.15498,-150.842285,39.770508,-155.280762
1721315226500000000,1.7213152264762714e+18,-1.0,29.91,-1.0,10.55,-1.0,100.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152264992e+18,0.0,609.22793,-111.397852,-412.439941,-106.171875,22.192383,135.351562,1.0,641.039941,-164.417871,-416.904785,-110.236816,14.655762,1.933594,2.0,397.594336,-28.909863,-223.911914,-152.995605,33.134766,43.769531,3.0,374.600391,-67.865625,-204.378223,-151.611328,38.605957,-156.181641
1721315226533333333,1.7213152265255447e+18,-1.0,29.91,-1.0,11.25,-1.0,84.83,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152265323e+18,0.0,605.544434,-116.644043,-407.640234,-106.479492,22.214355,133.967285,1.0,639.142383,-163.971387,-421.704492,-109.929199,12.084961,2.988281,2.0,396.031641,-28.575,-224.135156,-152.446289,32.563477,44.01123,3.0,374.042285,-67.865625,-203.820117,-151.325684,37.683105,-156.203613
1721315226566666666,1.7213152265255447e+18,-1.0,29.91,-1.0,11.25,-1.0,84.83,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152265653998e+18,0.0,603.423633,-108.718945,-410.877246,-105.952148,24.016113,133.571777,1.0,643.718848,-163.748145,-415.900195,-108.479004,10.546875,3.977051,2.0,395.138672,-25.784473,-223.242188,-151.149902,32.102051,44.274902,3.0,374.153906,-65.856445,-202.703906,-150.46875,37.287598,-156.09375
1721315226600000000,1.721315226574553e+18,-1.0,29.91,-1.0,11.6,-1.0,79.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152265984e+18,0.0,604.874707,-110.393262,-413.667773,-107.028809,25.202637,133.330078,1.0,644.276953,-165.868945,-417.016406,-108.984375,10.349121,3.647461,2.0,394.692187,-25.114746,-223.577051,-150.710449,31.135254,44.67041,3.0,373.372559,-64.405371,-202.815527,-150.227051,36.914062,-156.533203
1721315226633333333,1.7213152266240689e+18,-1.0,29.91,-1.0,11.6,-1.0,91.16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152266315e+18,0.0,604.651465,-114.076758,-415.230469,-108.039551,25.3125,132.583008,1.0,644.835059,-166.31543,-419.583691,-109.841309,8.459473,2.856445,2.0,393.017871,-23.663672,-224.47002,-150.05127,29.223633,45.593262,3.0,372.144727,-64.182129,-202.369043,-149.831543,36.320801,-156.51123
1721315226666666666,1.7213152266240689e+18,-1.0,29.91,-1.0,11.6,-1.0,91.16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152266645998e+18,0.0,603.08877,-114.411621,-415.230469,-108.149414,25.817871,131.660156,1.0,643.718848,-168.771094,-420.588281,-109.621582,6.306152,3.427734,2.0,392.571387,-20.315039,-224.023535,-148.930664,28.190918,46.164551,3.0,372.591211,-63.28916,-201.141211,-148.886719,36.101074,-156.313477
1721315226700000000,1.7213152266730598e+18,-1.0,29.7,-1.0,11.25,-1.0,98.25,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152266976e+18,0.0,604.093359,-109.611914,-412.439941,-107.86377,28.081055,130.561523,1.0,642.156152,-167.32002,-420.811523,-109.138184,5.822754,3.537598,2.0,392.348145,-19.310449,-223.242188,-148.579102,27.883301,46.208496,3.0,372.814453,-62.731055,-199.690137,-148.666992,36.166992,-156.75293
1721315226733333333,1.721315226721594e+18,-1.0,29.91,-1.0,11.25,-1.0,97.84,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152267307e+18,0.0,606.772266,-113.518652,-410.20752,-109.006348,28.916016,129.309082,1.0,644.835059,-167.989746,-420.699902,-109.313965,5.778809,3.537598,2.0,392.236523,-19.868555,-222.572461,-148.754883,27.663574,46.142578,3.0,372.702832,-63.512402,-198.350684,-149.0625,35.969238,-157.126465
1721315226766666666,1.721315226721594e+18,-1.0,29.91,-1.0,11.25,-1.0,97.84,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152267637998e+18,0.0,605.544434,-112.848926,-412.216699,-109.182129,28.498535,128.452148,1.0,643.718848,-173.682422,-420.588281,-109.907227,4.416504,3.405762,2.0,391.678418,-19.42207,-221.567871,-148.754883,27.509766,46.098633,3.0,372.256348,-63.735645,-197.792578,-149.370117,35.595703,-157.478027
1721315226800000000,1.7213152267706043e+18,-1.0,29.91,-1.0,10.38,-1.0,102.36,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152267969e+18,0.0,604.763086,-111.28623,-413.444531,-108.61084,28.520508,128.364258,1.0,643.94209,-173.124316,-421.146387,-109.182129,3.537598,3.603516,2.0,391.790039,-18.752344,-220.563281,-148.64502,27.773438,46.032715,3.0,372.591211,-62.954297,-196.676367,-149.172363,35.705566,-157.565918
1721315226833333333,1.7213152268197686e+18,-1.0,29.7,-1.0,9.86,-1.0,100.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152268299e+18,0.0,605.990918,-114.3,-412.886426,-108.61084,28.78418,128.320312,1.0,643.94209,-171.896484,-422.039355,-108.742676,3.449707,3.515625,2.0,392.459766,-19.868555,-218.330859,-148.952637,28.256836,46.054688,3.0,372.702832,-63.065918,-195.225293,-149.370117,35.859375,-157.741699
1721315226866666666,1.7213152268197686e+18,-1.0,29.7,-1.0,9.86,-1.0,100.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152268629998e+18,0.0,607.107129,-119.992676,-413.444531,-109.533691,28.916016,127.529297,1.0,645.504785,-173.570801,-423.043945,-108.742676,3.120117,3.427734,2.0,392.459766,-20.873145,-216.544922,-149.282227,28.410645,46.032715,3.0,372.702832,-63.847266,-193.88584,-149.743652,35.925293,-157.91748
1721315226900000000,1.7213152268697718e+18,-1.0,29.91,-1.0,9.86,-1.0,101.94,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152268998e+18,0.0,606.995508,-118.541602,-416.34668,-108.918457,28.103027,126.89209,1.0,647.625586,-180.491309,-421.816113,-108.347168,0.703125,3.735352,2.0,392.124902,-20.538281,-215.205469,-149.260254,28.498535,45.944824,3.0,372.591211,-63.958887,-192.434766,-149.80957,36.013184,-157.961426
1721315226933333333,1.721315226918294e+18,-1.0,29.91,-1.0,9.86,-1.0,102.78,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152269328e+18,0.0,609.22793,-115.639453,-415.230469,-107.490234,27.861328,127.397461,1.0,649.07666,-178.928613,-423.267187,-107.20459,0.351562,4.042969,2.0,392.90625,-20.091797,-213.084668,-149.194336,28.981934,45.900879,3.0,372.926074,-63.512402,-191.095312,-149.72168,36.386719,-158.071289
1721315226966666666,1.721315226918294e+18,-1.0,29.91,-1.0,9.86,-1.0,102.78,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152269659e+18,0.0,611.125488,-116.644043,-414.895605,-107.380371,27.839355,127.55127,1.0,650.862598,-182.277246,-424.606641,-107.490234,0.527344,4.130859,2.0,393.464355,-20.649902,-211.633594,-149.567871,29.267578,45.812988,3.0,373.037695,-63.735645,-190.425586,-150.095215,36.518555,-158.378906
1721315227000000000,1.721315226967285e+18,-1.0,29.91,-1.0,9.18,-1.0,106.18,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.721315226999e+18,0.0,612.464941,-116.867285,-417.909375,-107.53418,26.982422,127.111816,1.0,652.536914,-186.407227,-425.387988,-107.973633,-0.241699,4.020996,2.0,393.352734,-20.649902,-211.410352,-149.655762,29.20166,45.791016,3.0,372.702832,-63.958887,-190.202344,-150.292969,36.298828,-158.57666
1721315227033333333,1.7213152270168335e+18,-1.0,29.91,-1.0,10.38,-1.0,105.75,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152270320998e+18,0.0,613.246289,-107.15625,-425.053125,-106.171875,26.345215,126.23291,1.0,652.648535,-183.951562,-426.504199,-107.468262,-0.74707,3.669434,2.0,393.241113,-20.538281,-211.29873,-149.633789,29.179688,45.812988,3.0,372.926074,-63.624023,-189.755859,-150.227051,36.254883,-158.642578
1721315227066666666,1.7213152270658235e+18,-1.0,29.91,-1.0,10.55,-1.0,107.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152270651e+18,0.0,615.478711,-103.249512,-426.727441,-105.512695,26.279297,126.23291,1.0,651.197461,-181.049414,-430.299316,-107.160645,-0.395508,2.988281,2.0,393.352734,-20.42666,-211.187109,-149.611816,29.20166,45.791016,3.0,373.48418,-63.28916,-189.420996,-150.205078,36.320801,-158.708496
1721315227100000000,1.7213152270658235e+18,-1.0,29.91,-1.0,10.55,-1.0,107.47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152270982e+18,0.0,616.594922,-105.481934,-427.285547,-106.12793,26.169434,126.14502,1.0,652.202051,-184.509668,-434.094434,-108.039551,0.021973,2.460938,2.0,393.799219,-20.315039,-210.963867,-149.765625,29.20166,45.74707,3.0,373.930664,-63.400781,-189.532617,-150.710449,36.188965,-159.038086
1721315227133333333,1.7213152271189814e+18,-1.0,29.91,-1.0,10.9,-1.0,109.67,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152271313e+18,0.0,615.032227,-109.723535,-428.736621,-107.248535,25.246582,125.793457,1.0,650.974219,-185.960742,-433.536328,-108.786621,-0.483398,2.285156,2.0,394.357324,-20.203418,-211.187109,-150.05127,28.806152,45.791016,3.0,374.153906,-63.624023,-189.86748,-151.083984,35.81543,-159.169922
1721315227166666666,1.7213152271189814e+18,-1.0,29.91,-1.0,10.9,-1.0,109.67,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152271644e+18,0.0,614.808984,-106.709766,-429.852832,-106.940918,25.334473,125.925293,1.0,650.639355,-183.058594,-433.424707,-108.391113,-0.41748,2.416992,2.0,394.91543,-19.198828,-211.521973,-149.765625,28.674316,45.856934,3.0,375.158496,-62.954297,-189.532617,-150.842285,35.859375,-159.082031
1721315227200000000,1.7213152271679816e+18,-1.0,30.13,-1.0,10.55,-1.0,104.89,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152271974e+18,0.0,616.594922,-105.481934,-428.736621,-106.809082,25.64209,126.254883,1.0,651.08584,-182.054004,-433.647949,-108.325195,-0.197754,2.504883,2.0,395.696777,-19.198828,-211.521973,-149.853516,28.520508,45.922852,3.0,375.716602,-62.954297,-189.532617,-150.952148,35.81543,-159.213867
1721315227233333333,1.7213152272172636e+18,-1.0,29.91,-1.0,10.9,-1.0,107.04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152272305e+18,0.0,617.934375,-106.598145,-428.513379,-107.20459,25.795898,126.386719,1.0,653.206641,-181.719141,-434.875781,-108.764648,0.395508,2.592773,2.0,396.031641,-19.198828,-212.30332,-150.117188,27.861328,45.922852,3.0,376.60957,-63.28916,-190.090723,-151.281738,35.266113,-159.345703
1721315227266666666,1.721315227266266e+18,-1.0,29.7,-1.0,10.9,-1.0,108.79,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152272636e+18,0.0,617.599512,-107.044629,-427.732031,-107.380371,25.532227,126.584473,1.0,651.978809,-182.500488,-434.429297,-109.204102,0.197754,2.878418,2.0,395.92002,-18.640723,-212.638184,-150.05127,27.268066,46.010742,3.0,376.944434,-63.400781,-190.202344,-151.259766,34.606934,-159.169922
1721315227300000000,1.721315227266266e+18,-1.0,29.7,-1.0,10.9,-1.0,108.79,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213152272967e+18,0.0,617.934375,-102.468164,-427.732031,-106.54541,25.839844,127.177734,1.0,650.750977,-177.031055,-434.429297,-108.259277,0.439453,3.22998,2.0,396.366504,-17.859375,-212.638184,-149.919434,27.04834,45.856934,3.0,378.060645,-62.396191,-190.425586,-150.930176,34.299316,-159.125977
