Pedal 1 Pressure,Pedal 2 Pressure,Pedal 3 Pressure,Pedal 4 Pressure,Pedal 6 Pressure,Pedal 7 Pressure,Pedal 1 Pressed,Pedal 2 Pressed,Pedal 3 Pressed,Pedal 4 Pressed,Pedal 5 Pressesd,Pedal 6 Pressed,Pedal 7 Pressed,Computer Time
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370075749800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370096766200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370117347300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370137346600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370158345900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370178349800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370199386900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370219994900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370244000300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370265005500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370284997700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370305589800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370326556600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370346589200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370366590800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370387600000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370408184400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370432878500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370453058500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370473057100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370494027900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370514613500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370534644400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370555641900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370575613300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370596640100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370621126400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370641128900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370662161500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370682126400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370703166500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370723711800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370743749700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370764750300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370784748900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370809272200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370829284700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370850284600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370871286200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370891479400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370912035100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370932037400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370953037400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370977067100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199370998046700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371018030300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371039035100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371059034500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371080072500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371100077700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371120654900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371140621600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371165959900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371185960600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371206454900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371227453500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371247488400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371268541000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371288572500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371309093500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371329954000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371353608300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371374607700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371394648100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371415227700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371436258400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371456226400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371477228500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371497263100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371517844300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371542844000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371562878200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371583842000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371603916200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371624496700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371644497000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371665511000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371685466900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371710014600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371731044100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371751044100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371772008900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371792065300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371812725700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371833701100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371853701300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371874518700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371898869900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371919386100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371939390200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371960388300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199371980387900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372000737700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372022221100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372042216200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372062485500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372087490800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372108031400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372128017200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372149020400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372169020700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372190025200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372209533600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372230536100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372250536900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372275533800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372295544100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372316057000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372337056700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372358061900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372378061400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372399062500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372418603400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372443607300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372463604700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372484605500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372504609500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372525122000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372546120200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372566122900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372587119100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372607647300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372631648300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372652645500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372673648900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372693656100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372714204300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372734205900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372755170000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372775168700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372796171900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372820687500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372840723000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372861690500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372881722600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372902698600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372923221600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372943220500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372963214400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199372984217700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373008744400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373028742200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373049740400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373069768700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373090740200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373111265900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373131296100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373152297800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373172647900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373196622600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373217171400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373238170100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373258248500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373279220400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373299262600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373319773800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373340776600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373364775000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373385775600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373405785700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373426344500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373447351400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373468343400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373488343500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373507901100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373528755100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373553724500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373573727500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373594727200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373615249700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373635248500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373656247200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373677255500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373697258400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373717418600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373741418200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373762419900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373782418700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373803424700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373823942600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373844478400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373864478100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373885478100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373905563600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373930155000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373951172100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373970785600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199373991796900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374012311500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374032311200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374053311600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374073929500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374098220000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374118736800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374139321600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374159321500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374180321600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374200364700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374220877100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374241906400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374261909500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374286907500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374306946100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374327459300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374348499900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374368294000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374389296100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374409914600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374429912100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374449880800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374474881300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374495120300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374516425400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374536417200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374557417900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374577416900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374597433800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374618043700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374639011700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374664018700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374684049100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374704058200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374724601200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374745633300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374765633000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374786601000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374806667400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374831253500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374851220400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374872251800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374892250700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374912834300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374933867000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374953867800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374974869100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199374994913400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375019462000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375040462100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375060430500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375081462100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375101438300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375122024800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375142032100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375163059400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375184023200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375208091900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375228156400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375249155700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375269186100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375289525000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375310078100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375331079600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375351078400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375372079200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375396082400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375416592200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375437625200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375457627400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375478594200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375498601300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375519152300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375540153500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375564181200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375585188500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375605195900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375625805500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375646772400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375667776200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375687771800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375707842800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375728386800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375752389800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375773391500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375794389600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375813980800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375835015000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375854980700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375875981400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375896235200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375916748100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375940749300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375961747100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199375981747100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376002439800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376023947400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376043961400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376063945900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376084947300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376104983200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376129569600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376149539400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376170541300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376191550200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376212094700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376232095500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376252141000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376273098900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376297142600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376317651800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376338653100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376358650900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376379684800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376399654300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376420160300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376441194900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376461195100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376486159900
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376506164100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376526591700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376547592000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376567592100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376588627200
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376608634000
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376629215800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376650179300
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376674186500
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376695182600
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376715694800
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376735697100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376756697400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1720199376776695600
