sw_epoch_ms,wrist_position,sensor_type,value_X_Axis,value_Y_Axis,value_Z_Axis,server_epoch_ms
1669385660749,right,acc,0.07422025501728058,-0.033518824726343155,9.813833236694336,1720460420680775600
1669385660750,right,gyro,0.0,0.0,-0.0012217304902151227,1720460420687783200
1669385660771,right,acc,0.040701430290937424,-0.1149216815829277,9.837775230407715,1720460420693787900
1669385660772,right,gyro,-0.0024434609804302454,0.0024434609804302454,-0.0012217304902151227,1720460420699299200
1669385660789,right,acc,0.0694318488240242,-0.07900865375995636,9.806650161743164,1720460420705299900
1669385660790,right,gyro,0.0024434609804302454,0.0,0.0,1720460420711299400
1669385660809,right,acc,-0.002394201699644327,-0.043095629662275314,9.773131370544434,1720460420717307200
1669385660810,right,gyro,0.0012217304902151227,0.0,0.0,1720460420724302100
1669385660829,right,acc,0.014365210197865963,-0.033518824726343155,9.792284965515137,1720460420732299400
1669385660830,right,gyro,0.0012217304902151227,0.0,-0.0012217304902151227,1720460420743302200
1669385660850,right,acc,0.031124621629714966,-0.11252748221158981,9.77791976928711,1720460420751301900
1669385660851,right,gyro,-0.00366519158706069,0.0012217304902151227,-0.0012217304902151227,1720460420759300000
1669385660869,right,acc,0.0071826050989329815,-0.038307227194309235,9.768342971801758,1720460420776297200
1669385660871,right,gyro,-0.0012217304902151227,0.0,0.0,1720460420784323300
1669385660889,right,acc,0.035913024097681046,-0.0933738648891449,9.768342971801758,1720460420792322600
1669385660891,right,gyro,0.0,0.0012217304902151227,0.0,1720460420803839600
1669385660909,right,acc,0.004788403399288654,-0.090979665517807,9.773131370544434,1720460420811843600
1669385660911,right,gyro,0.0012217304902151227,0.0,0.0,1720460420820837100
1669385660930,right,acc,0.07182604819536209,-0.033518824726343155,9.746794700622559,1720460420829354600
1669385660931,right,gyro,0.0012217304902151227,-0.0012217304902151227,-0.0012217304902151227,1720460420836863300
1669385660950,right,acc,0.038307227194309235,-0.10295066982507706,9.825803756713867,1720460420846372300
1669385660951,right,gyro,-0.0012217304902151227,0.0,0.0,1720460420853376800
1669385660970,right,acc,-0.002394201699644327,-0.06464344263076782,9.775525093078613,1720460420866367600
1669385660971,right,gyro,0.004886921960860491,-0.0012217304902151227,-0.0012217304902151227,1720460420874367100
1669385660988,right,acc,0.023942016065120697,-0.05746084079146385,9.84256362915039,1720460420888463800
1669385660990,right,gyro,-0.00366519158706069,0.0012217304902151227,-0.0012217304902151227,1720460420895970100
1669385661010,right,acc,0.11252748221158981,-0.033518824726343155,9.816226959228516,1720460420907000000
1669385661011,right,gyro,0.0,0.0,-0.0012217304902151227,1720460420914001000
1669385661029,right,acc,0.047884032130241394,-0.014365210197865963,9.81143856048584,1720460420925170500
1669385661030,right,gyro,0.0,0.0,-0.0012217304902151227,1720460420932125400
1669385661051,right,acc,0.06464344263076782,-0.0454898327589035,9.797073364257812,1720460420943656000
1669385661052,right,gyro,0.0024434609804302454,0.0,-0.0012217304902151227,1720460420952206100
1669385661070,right,acc,0.021547814831137657,-0.011971008032560349,9.801861763000488,1720460420960783900
1669385661071,right,gyro,-0.0024434609804302454,0.0012217304902151227,-0.0012217304902151227,1720460420969364300
1669385661089,right,acc,0.035913024097681046,-0.07182604819536209,9.852140426635742,1720460420977934500
1669385661091,right,gyro,-0.0012217304902151227,0.0012217304902151227,-0.0012217304902151227,1720460420988450600
1669385661110,right,acc,0.08379705995321274,-0.090979665517807,9.852140426635742,1720460420995985200
1669385661111,right,gyro,-0.0012217304902151227,0.0012217304902151227,-0.0024434609804302454,1720460421007180400
1669385661131,right,acc,0.043095629662275314,-0.07900865375995636,9.787496566772461,1720460421014174000
1669385661132,right,gyro,0.0012217304902151227,0.0,0.0,1720460421028104200
1669385661152,right,acc,-0.011971008032560349,-0.047884032130241394,9.758766174316406,1720460421035631400
1669385661153,right,gyro,0.0,0.0,-0.0012217304902151227,1720460421047112500
1669385661171,right,acc,0.035913024097681046,-0.014365210197865963,9.751583099365234,1720460421054115000
1669385661172,right,gyro,-0.0024434609804302454,0.0012217304902151227,-0.0012217304902151227,1720460421065659900
1669385661189,right,acc,0.06224924325942993,-0.08140286058187485,9.806650161743164,1720460421073240600
1669385661190,right,gyro,0.0,-0.0012217304902151227,-0.0012217304902151227,1720460421085422400
1669385661211,right,acc,0.08379705995321274,-0.009576806798577309,9.821015357971191,1720460421092372200
1669385661212,right,gyro,0.00366519158706069,-0.0012217304902151227,-0.0012217304902151227,1720460421099543000
1669385661231,right,acc,-0.014365210197865963,-0.05506663769483566,9.782708168029785,1720460421109133700
1669385661232,right,gyro,0.0012217304902151227,0.0012217304902151227,-0.0024434609804302454,1720460421116707900
1669385661254,right,acc,0.0071826050989329815,-0.06464344263076782,9.799467086791992,1720460421130238900
1669385661256,right,gyro,0.0024434609804302454,0.0012217304902151227,0.0,1720460421137848800
1669385661272,right,acc,0.026336219161748886,-0.047884032130241394,9.761159896850586,1720460421151428100
1669385661273,right,gyro,0.0024434609804302454,0.0012217304902151227,-0.0012217304902151227,1720460421159012300
1669385661291,right,acc,0.0454898327589035,-0.05985504388809204,9.794678688049316,1720460421169592100
1669385661292,right,gyro,0.0,0.0,-0.0012217304902151227,1720460421178139900
1669385661310,right,acc,0.043095629662275314,-0.06464344263076782,9.806650161743164,1720460421188696300
1669385661311,right,gyro,0.0,0.0,-0.0012217304902151227,1720460421197179700
1669385661331,right,acc,0.0071826050989329815,-0.014365210197865963,9.792284965515137,1720460421212024400
1669385661332,right,gyro,0.0,0.0024434609804302454,-0.0012217304902151227,1720460421221531000
1669385661356,right,acc,0.033518824726343155,-0.05027823522686958,9.742006301879883,1720460421229151000
1669385661357,right,gyro,0.0,0.0024434609804302454,-0.0012217304902151227,1720460421236740500
1669385661372,right,acc,0.043095629662275314,-0.09816227108240128,9.825803756713867,1720460421253331100
1669385661373,right,gyro,-0.0012217304902151227,0.0,-0.0012217304902151227,1720460421259816700
1669385661392,right,acc,-0.033518824726343155,-0.05267243832349777,9.773131370544434,1720460421275842000
1669385661393,right,gyro,0.00366519158706069,0.0,-0.0012217304902151227,1720460421286379000
1669385661412,right,acc,-0.035913024097681046,-0.12689268589019775,9.725247383117676,1720460421293381100
1669385661413,right,gyro,-0.0024434609804302454,0.0012217304902151227,0.0,1720460421300336100
1669385661432,right,acc,-0.014365210197865963,-0.1149216815829277,9.770736694335938,1720460421309860500
