wrist_position,value_X_Axis,value_Y_Axis,value_Z_Axis,seq,seq_num,server_epoch_ms
left,-0.0073303831741213,0.0036651915870606,-0.0085521135479211,seq,32.0,1721412422846480200
left,-0.0146607663482427,-0.0048869219608604,-0.0061086523346602,seq,33.0,1721412422851498900
left,-0.0097738439217209,0.0,0.0122173046693205,seq,34.0,1721412422859522800
left,-0.0280998013913631,-0.0097738439217209,0.0171042270958423,seq,35.0,1721412422871503300
left,-0.0305432621389627,-0.0109955742955207,0.0207694191485643,seq,36.0,1721412422880620100
left,-0.0256563406437635,-0.0048869219608604,0.0232128798961639,seq,37.0,1721412422892740600
left,-0.0183259565383195,0.0012217304902151,0.0329867228865623,seq,38.0,1721412422914499300
left,-0.0378736443817615,-0.0085521135479211,0.0354301854968071,seq,39.0,1721412422923475700
left,-0.0452040284872055,-0.0073303831741213,0.0403171069920063,seq,40.0,1721412422938475100
left,-0.0427605658769607,-0.0048869219608604,0.0317649915814399,seq,41.0,1721412422954493300
left,-0.0403171069920063,0.0036651915870606,0.0244346093386411,seq,42.0,1721412422971492200
left,-0.0268780700862407,0.0195476878434419,0.0219911485910415,seq,43.0,1721412422993110100
left,-0.0171042270958423,0.0280998013913631,0.0171042270958423,seq,44.0,1721412423016092800
left,-0.0329867228865623,0.0158824957907199,0.0122173046693205,seq,45.0,1721412423033172600
left,-0.0488692186772823,0.0122173046693205,0.0085521135479211,seq,46.0,1721412423057154600
left,-0.0305432621389627,0.0122173046693205,-0.0073303831741213,seq,47.0,1721412423095876000
left,0.0048869219608604,0.0195476878434419,-0.0195476878434419,seq,48.0,1721412423114733500
left,-0.0122173046693205,0.0073303831741213,-0.0158824957907199,seq,49.0,1721412423145941200
left,-0.0244346093386411,0.0,-0.0073303831741213,seq,50.0,1721412423169085900
left,-0.0195476878434419,-0.0036651915870606,-0.0048869219608604,seq,51.0,1721412423175611000
left,-0.0085521135479211,-0.0061086523346602,-0.0012217304902151,seq,52.0,1721412423189609500
left,0.0073303831741213,-0.0048869219608604,-0.0048869219608604,seq,53.0,1721412423198629700
left,0.0073303831741213,-0.0073303831741213,-0.0061086523346602,seq,54.0,1721412423231071400
left,-0.0403171069920063,-0.0280998013913631,0.0024434609804302,seq,55.0,1721412423237109400
left,-0.0525344125926494,-0.0378736443817615,0.0036651915870606,seq,56.0,1721412423257134300
left,-0.0183259565383195,-0.0280998013913631,-0.0048869219608604,seq,57.0,1721412423284016500
left,0.0048869219608604,-0.0171042270958423,-0.0085521135479211,seq,58.0,1721412423291982200
left,-0.0354301854968071,-0.0232128798961639,0.0,seq,59.0,1721412423316911300
left,-0.0525344125926494,-0.0232128798961639,-0.0061086523346602,seq,60.0,1721412423333970200
left,-0.0268780700862407,-0.0097738439217209,-0.0171042270958423,seq,61.0,1721412423358936100
left,-0.0561996027827262,-0.0195476878434419,-0.0073303831741213,seq,62.0,1721412423382521700
left,-0.0806342139840126,-0.0329867228865623,-0.0061086523346602,seq,63.0,1721412423401562300
left,-0.0561996027827262,-0.0219911485910415,-0.0012217304902151,seq,64.0,1721412423460552300
left,-0.0659734457731247,-0.0366519130766391,0.0171042270958423,seq,65.0,1721412423471582100
left,-0.1319468915462494,-0.0720821022987365,0.0342084541916847,seq,66.0,1721412423481160000
left,-0.167377084493637,-0.0940732508897781,0.0500909499824047,seq,67.0,1721412423489148900
left,-0.2052507251501083,-0.1282816976308822,0.0659734457731247,seq,68.0,1721412423506139700
left,-0.2345722615718841,-0.1502728462219238,0.0757472887635231,seq,69.0,1721412423514220300
