video,frame_idx,x,y,w,h,name
/standard/UVA-DSA/MIDAS/Organized/Bootcamp/SuturingV2/VentralH_S116_T1_2024-07-19/video/2024-07-19 08-07-24.mp4,15000,257,689,11,4,camera
